id,left_id,left_nama,left_alamat,right_id,right_nama,right_alamat,jaccard,label
597,1412,mixue ice cream tea darmo indah,darmo indah timur eu 7 tandes 60187,2249,upper room cafe resto,nginden intan selatan c7 raya nginden jangkungan 7 ngenden jangkungan sukolilo city 60118,0.029411765,0
216,1383,mixue ice cream tea karimun jawa,karimun jawa 5b gubeng gubeng 60281,1976,katering dapur brilliant,simo gn bar tol 2a 152 simomulyo sukomanunggal 60281,0.038461538,0
199,574,kripik pisang,krukah selatan 8a 5 ngagel rejo wonokromo,2347,e scape surabaya,ngagel 123 ngagel wonokromo 60246,0.111111111,0
303,536,gula gula,hamzah fansyuri 45 rt rw darmo wonokromo,3290,mixue kranggan,kranggan 27 rt 006 rw 09 sawahan sawahan 60251,0.076923077,0
326,620,jemblem pak dayat,sidotopo ewtan baru 49 rt rw sidotopo wetan kenjeran,1669,tetsujin gyukatsu wagyu bowl,apartement taman beverly ruko mayjen hr muhammad 49 55 sonokwijenan sukomanunggal city 60226,0.025,0
519,1418,mixue ice cream tea darmo permai,raya darmo permai 1 57a pradahkalikendal dukuhpakis 60226,3231,kuweh surabaya,raya menur 38 airlangga gubeng 60286,0.038461538,0
498,338,dapur ana,gubeng airlangga 4 2 c airlangga gubeng 60282,1655,3m makassar,darmo permai timur 2 40 sonokwijenan sukomanunggal 60189,0.038461538,0
224,1406,mixue ice cream tea kenjeran,raya kenjeran 424 gading tambaksari nan,3017,chatime transmart rungkut,mqhc j4m transmart rungkut raya kalirungkut kali rungkut rungkut 60293,0.038461538,0
451,915,kedai sm,simo rukun timur 9 21 rt rw simomulyo sukomanunggal,1779,althinz catering service,kedung klinter 7 24 rt 006 rw 03 kedungdoro tegalsari 60261,0.055555556,0
440,306,cincinati kitchen,ketandan lama 2 27 rt 01 rw 04 genteng genteng,2365,kafe 27 plaza surabaya,belakang ace hardware plaza pemuda 33 embong kaliasin genteng 60136,0.027777778,0
111,425,d toekoe,semampir selatan 1 b 19 a medokan semampir sukolilo 60119,3221,d toekoe,semampir sel ib 19a medokan semampir sukolilo 60119,0.666666667,1
179,1180,spaghetti aura,taman mulyosari utara 7 rt rw kalisari mulyorejo,3035,kopi kenangan spbu kenpark kenjeran,pqxr 9hmdukuh sutorejokec mulyorejo city 60134,0.038461538,0
163,69,bunaim jaya abadi,jambangan 32 jambangan jambangan 60232,1934,dandang nampol,gayungsari barat 4 b 3 pagesangan jambangan 60235,0.05,0
447,379,ketring,rungkut menanggal harapan o 24 rungkut menanggal gunung anyar 60293,2452,warung nasi,ppg6 g58 raya simo gunung putat jaya sawahan 60281,0.03125,0
159,199,bandeng presto bu tri,petemon 3 110 b rt rw petemon sawahan,3309,mixue ice cream tea sukomanunggal,sukomanunggal b 254 tanjungsari sukomanunggal 60187,0.045454545,0
189,420,dede satoe,tenggilis timur 6 dd1 tenggilis mejoyo tenggilis mejoyo 60292,1533,mie ayam bu tinuk,kencanasari timur 15 gn sari wonokromo 60224,0.041666667,0
393,1364,wingstop surabaya town square,town square hayam wuruk 6 sawunggaling wonokromo 60242,2023,the localist coffee and bistro surabaya,arief rahman hakim 40 klampis ngasem sukolilo 60117,0.055555556,0
63,291,carpentier kitchen,untung suropati 83 dr soetomo tegalsari,1634,carpentier kitchen,untung suropati 83 tegalsari 60264,0.785714286,1
291,1060,rien kitchen,bandarejo gg 2 07 rt rw sememi benowo,2430,warung bu siswo,pucang jajar tengah 65 rt 003 rw 01 kertajaya gubeng 60282,0.058823529,0
253,287,cap bali putra bali,nambangan 32 tanah kali kedinding kenjeran 60129,2046,sambang cafe eatery,ketabang kali 53 ketabang genteng 60272,0.045454545,0
262,1099,sambel pecel mama al,dukuh menanggal gg 8 8 rt rw dukuh menanggal gayungan,2047,takopi,perak bar 69 rt 002 rw 12 perak bar krembangan 60177,0.071428571,0
149,435,elmara,gayungan ib 7 gayungan gayungan 60235,3245,elmara catering ibu lusi,gayungan 1b 7 gayungan gayungan 60235,0.425,1
274,39,nyambee corner surabaya,medayu utara 13 33 a rt rw medokan ayu rungkut,3030,chatime,plaza level 1 pemuda 33 37 embong kaliasin genteng 60271,0.026315789,0
289,894,mom ima,bubutan rt rw alun alun contong bubutan,2075,teh cap poci pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya gundih bubutan 60172,0.035714286,0
43,1343,ayam nelongso wijaya kusuma,dukuh kupang 20 10a dukuh kupang dukuhpakis 60225,3190,ayam goreng nelongso wijaya kusuma,dukuh kupang 20 10a dukuh kupang dukuhpakis 60225,0.9,1
618,582,imma kitchen,putat jaya c timur 5 28 rt rw putat jaya sawahan,1450,rujak cingur dan sop buntut genteng durasim,genteng durasim 29 rt 001 rw 05 genteng genteng 60275,0.066666667,0
586,9,bilgharo kitchen salad,gembili 2 23 jagir wonokromo,1614,ria indonesian bistro,adityawarman 55 sawunggaling wonokromo 60242,0.055555556,0
182,279,sambel maknyos,simopomahan 1 40 rt rw simomulyo baru sukomanunggal,1820,katerinda catering service,raya kendangsari 1 kendangsari tenggilis mejoyo 60292,0.038461538,0
155,625,jerindo,manyar kertoarjo 5 18 20 mojo gubeng 60285,1746,the goods diner surabaya,bali 19 gubeng gubeng 60281,0.045454545,0
355,608,janenak,klampis ngasem 95 rt rw klampis ngasem sukolilo,3105,a w restoran semolowaru,nginden semolo 98 rt 004 rw 02 nginden jangkungan sukolilo 60118,0.115384615,0
426,325,aisya catering wedding,kebonsari 3 28 kebonsari jambangan 60233,1911,cv ratna boga catering service,besuki 4 perak tim pabean cantikan 60164,0.071428571,0
327,1092,sambal resep kuno,gunungsari 2 214 a sawunggaling wonokromo,2715,warung makan penyetan,putat gede bar 2 4 putat gede sukomanunggal 60226,0.041666667,0
528,218,blue cookies,menur 3 komplek 1 mojo gubeng,2069,spesial pecel trenggalek,5 margorukun 1 24 gundih pusat 60172,0.041666667,0
5,1383,mixue ice cream tea karimun jawa,karimun jawa 5b gubeng gubeng 60281,3323,mixue ice cream tea karimun jawa,karimun jawa 5b gubeng gubeng 60281,1.0,1
335,732,box kopi,ngagel jaya utara 20 pucang sewu gubeng,2590,warung makan barokah,kendangsari gg 7 20 kendangsari tenggilis mejoyo 60292,0.038461538,0
84,1013,pempek ny kamto,royal plaza ahmad yani 16 18 wonokromo 60231,3249,pempek ny kamto royal plaza,royal plaza ahmad yani 16 18 wonokromo city 60231,0.744444444,1
51,1416,mixue ice cream tea wiyung,raya wiyung babatan wiyung 60227,3285,mixue ice cream tea wiyung,mmqj qvq raya wiyung babatan wiyung 60227,0.833333333,1
323,178,cv belida,semalang indah 8 11 klampis ngasem sukolilo 60117,1579,kampung melayu surabaya,raya kupang indah 17 dukuh kupang dukuhpakis 60225,0.035714286,0
389,580,mbois,peneleh 11 45 rt rw peneleh genteng,1495,sansekerta the authentic taste of indonesia,walikota mustajab 67 ketabang genteng 60272,0.045454545,0
68,1371,roti o kazacity surabaya,kaza city kapas krampung tambakrejo simokerto 60133,2950,roti o,kaza city kapas krampung tambakrejo simokerto 60133,0.75,1
336,1282,triple s,ketintang barat indah 12 b ketintang gayungan 60235,2971,starbucks,graha pena fontage road ahmad yani 88 ketintang gayungan 60234,0.066666667,0
619,1210,surabaya patata lapis malang,raya dharmahusada 187 rt 001 rw 004 mojo gubeng 60285,2194,lota clubhouse surabaya,kalimantan 20 gubeng gubeng 60281,0.121794872,0
55,403,dimsum mbledos,dr ir h soekarno 53 kalijudan mulyorejo 60114,3269,dimsum mbledos merr,dr ir h soekarno 53 kalijudan mulyorejo 60114,0.833333333,1
396,990,paleko cake n cookies,manukan lor 4 e 32 banjar sugihan tandes,1918,r n catering,lakarsantri gg 1 a 35 lakarsantri lakarsantri 60211,0.083333333,0
613,372,dapur vaw,dupak baru 25 rt 09 rw 05 rt rw jepara bubutan,1570,ama taiwan cuisine,raya graha famili barat 25 pradahkalikendal dukuhpakis 60226,0.03125,0
594,98,soerya 99,gubeng kertajaya 15 bt n0 24 nan,2607,warung nasi kuning,mojo klanggru 155 d mojo gubeng 60285,0.041666667,0
42,1361,burger king wiyung,citraland vittorio wiyung babatan wiyung 60227,3094,burger king wiyung,citraland vittorio wiyung babatan wiyung city 60227,0.916666667,1
108,318,cookies kingdom,raya wiguna tengah 40,3205,cookies kingdom,ry wiguna tengah 40 gn anyar tambak gn anyar 60294,0.666666667,1
180,266,cak gembul,kembang kuning kulon 2 17 pakis sawahan 60254,1855,bella della kitchen,pacar kembang 5c1 pacar kembang tambaksari 60132,0.041666667,0
69,767,kuweh surabaya,menur 38 60286,3231,kuweh surabaya,raya menur 38 airlangga gubeng 60286,0.75,1
228,985,ozzybakery,petemon sidomulyo 1 28 a petemon sawahan,2858,kh mas mansyur,k h mas mansyur 1 49 nyamplungan pabean cantikan 60162,0.033333333,0
316,1144,queens,kalikepiting 49 32 pacarkembang tambaksari,2749,tahu campur h abd mahfud asli kalasan,pqr4 gw8 kalasan pacar keling tambaksari 60131,0.045454545,0
176,1102,sambeliki,dukuh setro 1 tengah 24 gading tambaksari,1586,kava restaurant hotel fairfield by marriott surabaya,mayjen sungkono 178 dukuh pakis dukuhpakis 60225,0.038461538,0
545,84,abiiby fppd and drink,kedinding lor gang sedap malam 19 tanah kali kedinding kenjeran,2433,warung barokah,genteng kali alun alun contong bubutan 60173,0.035714286,0
485,244,bu risma,sambikerep indah utara 6 f5 2 sambikerep sambikerep,2312,cafe in,kuwukan 4 18 lontar sambikerep 60216,0.045454545,0
387,430,egg roll nur,dukuh karangan 4 1 rt 02 rw 03 babatan wiyung 60227,2227,kampoeng coffee,ronggolawe 4 a rt 002 rw 20 dr soetomo tegalsari 60264,0.078947368,0
506,1091,sambal pecel s s,kemlaten 9 62 rt 2 rw 6 kebraon karangpilang,2679,pecel pincuk godong jati,pasar dukuh kupang bar 1 dukuh kupang dukuhpakis city 60225,0.083333333,0
560,1096,mor kopi surabaya,ploso rt rw ploso tambaksari,3062,kopi kenangan dharmahusada,dharmahusada 72 58 mojo gubeng 60285,0.1,0
275,1381,mixue ice cream tea plaza surabaya,lt 4 plaza pemuda embong kaliasin genteng 60271,1646,peco peco sushi loop graha famili,plaza graha famili plaza graha famili loop mayjend jonosewojo pradahkalikendal dukuhpakis 60227,0.03125,0
24,1367,richeese factory manyar,manyar kertoarjo 59 mojo gubeng 60285,2992,richeese factory manyar,manyar kertoarjo 59 mojo gubeng 60285,1.0,1
491,1165,si taraa,raya semolo bahari 21 medokan semampir sukolilo,1548,sureblend cafe resto,raya dukuh kupang barat 105a dukuh kupang dukuhpakis 60225,0.038461538,0
245,1024,minican,semolowaru utara gg 4a 24 semolowaru sukolilo,2319,andromeda cafe,kupang gn tim 1 24 putat jaya sawahan 60255,0.035714286,0
337,622,jempoly,gading karya 3 2 gading tambaksari 60134,1881,devan catering wedding service,bratang gede 3 18a ngagelrejo wonokromo 60245,0.041666667,0
145,653,katering kksp rsud dr soetomo,mayjend prof dr moestopo 6 8 airlangga gubeng 60286,3236,katering kksp,pqj5 pf7 mayjen prof dr moestopo airlangga gubeng 60286,0.45,1
280,1103,mugi berkah,gubeng kertajaya 9 d 54 rt rw airlangga gubeng,1839,mawar catering dekorasi,kapas madhya indah 9 gading tambaksari 60134,0.035714286,0
384,1254,outlet es teler 77 bg juntion surabaya,bg junction lt gf a 30 32 blauran raya pintu selatan bubutan 60275,2072,the gade coffee gold surabaya,dinoyo 81 keputran tegalsari pusat 60265,0.045454545,0
350,371,dapur shafira,kebon agung 06 karah rt rw karah jambangan,2059,zaman dulu cafe,perak bar 71 rt 002 rw 12 perak bar krembangan 60177,0.071428571,0
421,885,jamu mak e,sidodadi kulon gang 1 52 sidodadi simokerto,3066,kopi kenangan bp kertajaya indah,bp kertajaya indah timur 1 raya kertajaya indah manyar sabrangan mulyorejo 60117,0.033333333,0
390,303,ci bliwul,kalimas baru 2 rt 3 rw 9 31 perak utara pabean cantian,2668,warung nasi kopi,60226 simpang darmo permai utara 7 tubanan tandes 60188,0.025,0
171,485,alvina food rengginang,wonokusumo bhakti 1 23 wonokusumo semampir,3059,kopi kenangan city of tomorrow,city of tomorrow lantai 1 food court ahmad yani 288 menanggal gayungan 60234,0.029411765,0
204,1280,tradisi ndeso,petemon 1 8 rt rw petemon sawahan,2672,warung nasi jagung mbok ana,kupang gn tim 1 39a rt 006 rw 06 putat jaya sawahan 60255,0.133333333,0
2,1409,mixue ice cream tea petemon,petemon bar 127 rt 001 rw 02 kupang krajan sawahan 60253,3296,mixue ice cream tea petemon,petemon bar 127 rt 001 rw 02 kupang krajan sawahan 60253,1.0,1
459,144,campina,rungkut industri 2 15 17 tengilis mejoyo tenggilis mejoyo 60292,1592,369 shanghai dumpling noodle,ruko surya inti permata 2 b1 mayjen hr muhammad pradahkalikendal dukuhpakis city 60226,0.023809524,0
341,382,deliciopasta,manyar indah 12 ac 1 menur pumpungan sukolilo 60118,1571,holycow steakhouse by chef afit,town square ground hayam wuruk baru 1 6 sawunggaling wonokromo 60242,0.026315789,0
407,984,otila,ketintang permai ac 1 karah jambangan,2015,cafe coffee,simorejo 1 bar 22 simomulyo sukomanunggal 60181,0.041666667,0
192,1071,roti manis bread toez,pakis tirtosari 18 2 pakis sawahan,1955,nina catering,kupang krajan 8 banyu urip 18 a kupang krajan sawahan 60253,0.083333333,0
467,408,christine spiku christine spiku anugerah victory,potro agung 2 1i rangkah tambaksari 60135,3111,a w pakuwon trade center,pakuwon trade center mayjend jonosewojo 2 babatan wiyung city 60227,0.03125,0
105,633,js pizza,genteng sidomulyo 11 rt 3 rw 6 genteng genteng,3199,js pizza,genteng sidomulyo 11 genteng genteng 60275,0.6875,1
500,1252,starbucks coffee gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,2264,kroesel house of coffee,krukah selatan ngagel jaya selatan 52 ngagelrejo wonokromo 60245,0.083333333,0
255,228,bolugiyo,tengger kandangan timur 1 a 20 rt 005 rw 003 kandangan benowo 60198,3316,mixue ice cream tea semolowaru,nginden semolo 20 nginden jangkungan sukolilo 60118,0.029411765,0
292,176,mbok tini,bua setro 1 25 rt rw bulak bulak,3113,a w,tunjungan plaza 1 jenderal basuki rachmat 8 12 kedungdoro tegalsari 60261,0.029411765,0
260,1011,mbok tini,bua setro 1 25 rt rw bulak bulak,1695,jirou family resto,raya darmo permai 1 2a pradahkalikendal dukuhpakis 60226,0.035714286,0
124,1382,mixue ice cream tea gwalk,ruko taman gapura komp d 16 lakarsantri niaga gapura lontar sambikerep 60271,3324,mixue gwalk,ruko taman gapura komp d 16 lakarsantri niaga gapura lontar sambikerep 60217,0.616666667,1
383,658,kebab aden,karangrejo 15 12 rt rw wonokromo wonokromo,1589,rawon pak pangat,lotus regency ketintang baru sel 1 15 ketintang gayungan 60235,0.035714286,0
357,465,sukses mandiri grup,sukodami 3 5 manyar sabrangan mulyorejo 60116,1861,althinz catering,kup panjaan 3 83 dr soetomo tegalsari 60261,0.035714286,0
281,176,mbok tini,bua setro 1 25 rt rw bulak bulak,2397,warung berkah,donorejo 1 kapasan simokerto 60141,0.045454545,0
577,1204,susu kurma kinkenz,bratang gede 6 f 53 ngagel rejo wonokromo,2251,tellu kopi,ngagel jaya tengah 65a baratajaya gubeng 60283,0.035714286,0
411,1412,mixue ice cream tea darmo indah,darmo indah timur eu 7 tandes 60187,3136,pizza hut restoran,raya kupang indah 47 49 sonokwijenan sukomanunggal 60225,0.035714286,0
369,565,keripik tahu nadawan,wonocolo 3 1 rt rw jemur wonosari wonocolo,2587,warung kopi barokah,bratang binangun 1 24 rt 002 rw 08 baratajaya gubeng 60284,0.1,0
611,222,boekna,ketintang permai ac 1 karah jambangan,2999,chatime riders,unit lt1 ahmad yani 88 ketintang gayungan 60231,0.038461538,0
165,309,cireng planet,gubeng jaya sr 12 rt rw gubeng gubeng,1736,idaman chinese and indonesian restaurant,manyar kertoarjo 5 65 rt 007 rw 11 mojo gubeng 60285,0.107142857,0
71,1388,mixue ice cream tea ptc surabaya,puncak indah raya lontar 2 babatan wiyung 60216,3318,mixue ptc surabaya,puncak indah raya lontar 2 babatan wiyung 60216,0.75,1
139,595,jae yen,kutai 68 darmo wonokromo 60241,3238,jae yen noodle pastry,kutai 68 rt 010 rw 06 darmo wonokromo 60241,0.527777778,1
542,1362,cfc grand city mall surabaya,grand city ketabang genteng 60272,2411,gado gado arjuna pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya jepara bubutan 60172,0.055555556,0
36,544,hevn cake,simpang darmo permai utara 30 lontar sambikerep,3201,hevn cake,simpang darmo permai utara 30 lontar sambikerep 60226,0.9375,1
398,980,orlando pizza surabaya,bulak rukem timur 2f 31 bulak bulak 60124,1532,rara now basecamp surabaya selatan,golf 1 33 gn sari dukuhpakis 60224,0.071428571,0
35,732,box kopi,ngagel jaya utara 20 pucang sewu gubeng,3232,box kopi,ngagel jaya utara 20 pucang sewu gubeng 60283,0.9375,1
76,1293,ummaria,kebonsari 2 12 kebonsari jambangan 60233,3260,kebab ummaria,kebonsari 2 12 kebonsari jambangan 60233,0.75,1
505,1063,rizky kitchen,bratang gede 4 9 rt rw ngagel rejo wonokromo,3058,kopi kenangan spbu pertamina ngagel,ngagel 185 ngagel wonokromo 60246,0.090909091,0
534,77,triger,mutiara margomulyo permai b 14 kyai tambak deres 35a 41a nan,1841,deli catering,galaxi bumi permai semolowaru sukolilo 60119,0.03125,0
391,529,jajanan crispy bu mah,babatan langgar 35 a blk rt rw dukuh sutorejo mulyorejo,2983,starbucks gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,0.0625,0
378,260,burger up,dharmahusada indah timur rr 22 mulyorejo 60115,2272,unity cafe sub,gn sari indah bb 63 kedurus karangpilang city 60223,0.033333333,0
298,628,jny catering,wonosari wetan baru rt rw wonokusumo semampir,1797,ecoh catering,panjang jiwo tenggilis mejoyo panjang jiwo tenggilis mejoyo 60299,0.166666667,0
48,1345,ayam nelongso siwalankerto,siwalankerto 88 siwalankerto wonocolo 60234,3187,ayam goreng nelongso siwalankerto,siwalankerto 88 siwalankerto wonocolo 60234,0.875,1
223,1007,pawon omah,menanggal indah 8 33 dukuh menanggal gayungsari,1491,kuliner surabaya depot pojok pucang,pucangan gang 8 10 pucang gubeng 60283,0.041666667,0
246,867,frishhealthy,margorejo tangsi 4 29 margorejo wonocolo,2766,warung merah,siwalankerto timur 1 52 siwalankerto wonocolo 60236,0.05,0
468,689,klasik indonesia,manyar tirtoasri 4 9 klampis ngasem sukolilo,3041,warung kopi kenangan,j nginden 6 c 50 nginden jangkungan sukolilo 60118,0.035714286,0
187,1371,roti o kazacity surabaya,kaza city kapas krampung tambakrejo simokerto 60133,2348,jaen sajan surabaya,pucang rinenggo 8 kertajaya gubeng 60282,0.083333333,0
569,50,rafandra kitchen,bulak kenjeran 1 2 kenjeran bulak,2689,warung soto ayam surabaya,simo pomahan simo gn barat 1 38 simomulyo sukomanunggal 60281,0.041666667,0
576,676,vanila katering,simorejo sari b 7 27a simomulyo baru sukomanunggal 60181,2876,sri sultan surabaya masakan khas nusantara,raya satelit utara kn 1 tanjungsari sukomanunggal 60187,0.03125,0
209,764,kuelin,kapasari 1 18 g kapasari genteng,2842,puri iwake,plaza pemuda 33 37 embong kaliasin genteng 60271,0.041666667,0
531,840,dr juice,gersikan 11 rt rw 003 005 rt rw ploso tambaksari,2946,rotiboy bg junction,kranggan 4 rt 001 rw 01 bubutan bubutan 60174,0.071428571,0
605,986,lulin s lemon,klampis semolo tengah 1 22a semolowaru sukolilo 60119,2220,mokhabika coffee,ngagel jaya selatan ruko rmi semolowaru elok l 1 baratajaya gubeng 60284,0.055555556,0
465,1023,pohong keju mas pangestu,kapas madya barat 7 4 rt rw kapasmadya baru tambaksari,2238,bitten coffee tambaksari,tambaksari selatan 13 7 rt 002 rw 11 tambaksari tambaksari 60136,0.133333333,0
581,789,lidya s cake,kertajaya 222 kertajaya gubeng,3076,kopi kenangan ruko ngagel,ruko ngagel tim ngagel jaya selatan 4 baratajaya gubeng 60284,0.045454545,0
241,1145,rengganis,ngagel dadi 2 5a ngagel rejo wonokromo,2448,warung akor 72 giras,tegalsari wonorejo 2 72 wonorejo pusat 60263,0.045454545,0
170,522,griya calya,lidah kulon gang 2 8 rt 06 rw 01 lidah kulon lakarsantri,2905,a w plaza surabaya,plaza lantai 2 pemuda 33 37 embong kaliasin genteng 60271,0.026315789,0
127,378,catering aqiqah mandiri,masjid al akbar utara 3 pagesangan jambangan 60233,3248,aqiqah surabaya aqiqoh mandiri,masjid al akbar utara 3 pagesangan jambangan 60232,0.588888889,1
553,417,double a,lawang seketeng 4 4 peneleh genteng,1496,warung now,jimerto 2 12 ketabang genteng 60272,0.05,0
25,1387,mixue ice cream tea ngagel,ngagel jaya 57 pucang sewu gubeng 60283,3319,mixue ice cream tea ngagel,ngagel jaya 57 pucang sewu gubeng 60283,1.0,1
522,311,citra cake cookies,jojoran baru 3 11 b rt 006 012 mojo gubeng,3226,nita cake cookies,lakarsantri 3 a 5 lakarsantri lakarsantri 60211,0.285714286,0
595,1121,segodhong jati,golf 8 59 gunung sari ujung semampir,1947,ihwa catering,granada pf 8 21 lontar sambikerep 60216,0.038461538,0
443,721,ar herbal,dupak bandarejo 2 27 dupak krembangan,3318,mixue ptc surabaya,puncak indah raya lontar 2 babatan wiyung 60216,0.041666667,0
212,978,onde onde molen surabaya,bratang gede 79 ngagel rejo wonokromo,1577,dak nalgae surabaya,simpang darmo permai selatan 21 pradahkalikendal dukuhpakis 60226,0.1,0
539,1037,puding dapur diana,kertajaya 8 a 33 rt rw kertajaya gubeng,2486,gado gado warung hijau,ngagel jaya utara 38 rt 004 rw 03 pucang sewu gubeng 60283,0.09375,0
15,1347,bakmi gm galaxy mall 3,galaxy mall 3 dr ir h soekarno 3 mulyorejo mulyorejo 60115,3178,bakmi gm galaxy mall 3,galaxy mall 3 dr ir h soekarno 3 mulyorejo mulyorejo 60115,1.0,1
414,5,makan kuy sub,gubeng kertajaya 11 d 8 airlangga gubeng 60286,1444,jawa langka resto n cafe,jawa 36 12 gubeng gubeng 60281,0.045454545,0
394,970,kunyit asem imoon,mulyosari utara 9 26 rt rw kalisari mulyorejo,2533,warung makan bu mahmuda,layar 04 rt 005 rw 03 krembangan utara pabean cantikan 60163,0.09375,0
379,328,dapoer ashedap,taman rivera regency k 5 medokan ayu rungkut,2188,karmenseve coffee shop,karang menjangan 5 8 mojo gubeng 60285,0.035714286,0
543,1193,sri lestari,medokan semampir indah 11 4 medokan semampir sukolilo,2837,kimchi go,level 5 tunjungan plaza 4 basuki rahmat 8 12 kedungdoro tegalsari city 60261,0.027777778,0
143,922,koffiku,greenwood perumahan citraland e 9 6 rt 001 rw 007 made sambikerep 60219,3225,koffiku surabaya,greenwood e 9 6 taman hijau made 2 citraland made sambikerep city 60219,0.485294118,1
203,422,firstgradego firstgradego manna spyfee qassih,nambangan 09 tanah kali kedinding kenjeran 60129,1923,catering ibu,rungkut harapan blk c 36 kali rungkut rungkut 60293,0.038461538,0
565,625,jerindo,manyar kertoarjo 5 18 20 mojo gubeng 60285,1945,ardiah catering,barata jaya 2 51 rt 001 rw 04 baratajaya gubeng 60284,0.027777778,0
266,334,dapoer mumtaz,petukangan rt rw ampel semampir,1520,nasi ayam geprek penyetan panggangan sambal cumi,dapuan baru 4 44 rt 005 rw 05 krembangan utara pabean cantikan 60163,0.0625,0
481,235,brownies,jagir sidoresmo gg 6 76 rt 006 rw 001 jagir wonokromo,1741,fat choi noodle,sulawesi 54 ngagel wonokromo 60281,0.035714286,0
294,1054,resep ibu,ji medokan asri barat 10 n 14 medokan ayu rungkut 60295,3122,pizza hut delivery phd indonesia,rungkut menanggal harapan b j 5 rungkut menanggal gn anyar 60293,0.027777778,0
233,670,kencana,kalibokor kencana 2 31b pucang sewu gubeng 60283,3232,box kopi,ngagel jaya utara 20 pucang sewu gubeng 60283,0.166666667,0
471,760,kue kering mutiara,menanggal komplek peni 51 rt 002 rw 001 menanggal gayungan 60234,3105,a w restoran semolowaru,nginden semolo 98 rt 004 rw 02 nginden jangkungan sukolilo 60118,0.055555556,0
464,946,nita cake cookies,lakarsantri iiia 5 lakarsantri lakarsantri 60211,3081,cfc pasar turi baru,pasar turi 5 bubutan bubutan 60174,0.0625,0
200,676,vanila katering,simorejo sari b 7 27a simomulyo baru sukomanunggal 60181,2769,warung bu kris,ruko pengampon square semut baru 1 bongkaran pabean cantikan 60161,0.027777778,0
340,682,khairendra,tembok dukuh 10 36 b rt rw 012 001 tembok dukuh bubutan,2275,kedaiwolu_8 sby,simomulyo 1 41 b simomulyo sukomanunggal 60281,0.033333333,0
286,625,jerindo,manyar kertoarjo 5 18 20 mojo gubeng 60285,2327,coffee tgc,plaza graha famili loop bukit darmo boulevard 20 pradahkalikendal dukuhpakis 60216,0.027777778,0
334,583,inara bites,kapas gading madya 3a 45 rt rw dukuh setro tambaksari,2768,warung bu yah teratai,pqv3 xx4 teratai tambaksari tambaksari 60131,0.035714286,0
