id,left_id,left_nama,left_alamat,right_id,right_nama,right_alamat,jaccard,label
174,1271,cheftrusted,raya kedung asem 9 b 6 kedungbaruk rungkut 60298,2337,the oak tree surabaya,raya darmo permai 1 75 pradahkalikendal dukuhpakis 60226,0.03125,0
24,1367,richeese factory manyar,manyar kertoarjo 59 mojo gubeng 60285,2992,richeese factory manyar,manyar kertoarjo 59 mojo gubeng 60285,1.0,1
65,1374,gokana ramen teppan delta plaza,plaza pemuda 33 37 embong kaliasin genteng 60271,2926,gokana ramen teppan plaza surabaya,plaza pemuda 33 37 embong kaliasin genteng city 60271,0.777777778,1
52,1252,starbucks coffee gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,2983,starbucks gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,0.833333333,1
191,227,bolubulo,wisma permai 1 25 mulyorejo mulyorejo,2823,soto ayam cak to undaan,undaan wetan ngemplak 1 36 ketabang genteng 60272,0.041666667,0
137,789,lidya s cake,kertajaya 222 kertajaya gubeng,3198,lidyaâ s cake spesialis chiffon,kertajaya 222 kertajaya gubeng 60282,0.541666667,1
256,1180,spaghetti aura,taman mulyosari utara 7 rt rw kalisari mulyorejo,2613,warung namera,010 sidoluhur 4 e rw 02 krembangan sel krembangan 60175,0.03125,0
270,183,azzalya food,kedung tarukan baru 40 a rt rw mojo gubeng,2135,dejavu,ngagel jaya selatan st 33 pucang sewu gubeng city 60283,0.027777778,0
111,425,d toekoe,semampir selatan 1 b 19 a medokan semampir sukolilo 60119,3221,d toekoe,semampir sel ib 19a medokan semampir sukolilo 60119,0.666666667,1
149,435,elmara,gayungan ib 7 gayungan gayungan 60235,3245,elmara catering ibu lusi,gayungan 1b 7 gayungan gayungan 60235,0.425,1
85,187,bang zoel,sarpawisesa 44 ujung semampir,3209,bang zoel kedai,sarpawisesa 44 ujung semampir 60155,0.733333333,1
103,1261,outlet maxx coffee siloam surabaya,lobby rs siloam raya gubeng 70 gubeng gubeng 60281,2174,maxx coffee,lobby rs siloam raya gubeng 70 gubeng gubeng 60281,0.7,1
234,712,agen kelapa muda pak ipin,gebang lor 49 sukolilo gebang putih sukolilo,3314,mixue klampis,klampis jaya 25c klampis ngasem sukolilo 60116,0.05,0
233,670,kencana,kalibokor kencana 2 31b pucang sewu gubeng 60283,3232,box kopi,ngagel jaya utara 20 pucang sewu gubeng 60283,0.166666667,0
7,1386,mixue ice cream tea karang menjangan,karang menjangan 117c mojo gubeng 60286,3320,mixue ice cream tea karang menjangan,karang menjangan 117c mojo gubeng 60286,1.0,1
102,1395,mixue ice cream tea ambengan,ambengan 22 ketabang genteng 60272,3310,mixue ambengan,ambengan 22 ketabang genteng 60272,0.7,1
220,359,dapur makda,pucangan 7 21 kertajaya gubeng,1715,sushi jin,manyar kertoarjo 98 manyar sabrangan gubeng 60116,0.05,0
79,1423,mixue ice cream tea gayungsari 1215,gayungsari bar 10 41 gayungan gayungan 60235,3279,mixue gayungsari 1215,gayungsari bar 10 41 gayungan gayungan 60235,0.75,1
141,1364,wingstop surabaya town square,town square hayam wuruk 6 sawunggaling wonokromo 60242,2916,wing stop,town square hayam wuruk 6 sawunggaling wonokromo 60242,0.5,1
217,1327,mubarok kayu mas,kutisari selatan 2 91 nan,3093,burger king pakuwon mall,pakuwon mall ground floor mayjend jonosewojo 2 babatan wiyung 60123,0.035714286,0
226,1125,serba serbi gedhang k5,siwalankerto selatan rusunawa lt 01 03 rt rw siwalankerto wonocolo,2268,wk cafe pujasera,kalibokor selatan 164 166 baratajaya gubeng 60284,0.033333333,0
153,726,azahra kuliner,semolowaru elok r 11 semolowaru sukolilo,3233,pecel pincuk azahra kuliner,semolowaru 55 semolowaru sukolilo 60119,0.392857143,1
253,287,cap bali putra bali,nambangan 32 tanah kali kedinding kenjeran 60129,2046,sambang cafe eatery,ketabang kali 53 ketabang genteng 60272,0.045454545,0
96,1417,mixue ice cream tea kalijudan,kalijudan 42 rw 02 kalijudan mulyorejo 60114,3284,mixue kalijudan,kalijudan 42 rw 02 kalijudan mulyorejo 60114,0.7,1
32,1362,cfc grand city mall surabaya,grand city ketabang genteng 60272,2890,cfc grand city mall surabaya,grand city ketabang genteng 60272,1.0,1
133,1195,stmj herbal pak tedjo,yos sudarso 9 a samping klinik pusura embong kaliasin genteng,3254,stmj herbal pak tejo,yos sudarso 9 embong kaliasin genteng 60271,0.572727273,1
70,1366,richeese factory ahmad yani,ahmad yani 288 dukuh menanggal gayungan 60234,2986,richeese factory,ahmad yani 288 dukuh menanggal gayungan 60234,0.75,1
282,186,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,2943,rotiboy,dupak 1 gundih bubutan 60174,0.041666667,0
275,1381,mixue ice cream tea plaza surabaya,lt 4 plaza pemuda embong kaliasin genteng 60271,1646,peco peco sushi loop graha famili,plaza graha famili plaza graha famili loop mayjend jonosewojo pradahkalikendal dukuhpakis 60227,0.03125,0
182,279,sambel maknyos,simopomahan 1 40 rt rw simomulyo baru sukomanunggal,1820,katerinda catering service,raya kendangsari 1 kendangsari tenggilis mejoyo 60292,0.038461538,0
127,378,catering aqiqah mandiri,masjid al akbar utara 3 pagesangan jambangan 60233,3248,aqiqah surabaya aqiqoh mandiri,masjid al akbar utara 3 pagesangan jambangan 60232,0.588888889,1
15,1347,bakmi gm galaxy mall 3,galaxy mall 3 dr ir h soekarno 3 mulyorejo mulyorejo 60115,3178,bakmi gm galaxy mall 3,galaxy mall 3 dr ir h soekarno 3 mulyorejo mulyorejo 60115,1.0,1
232,735,bu mudji,kalikepiting pompa 18 b rt rw pacarkembang tambaksari,1474,tempat makan setro tengah no 45,setro tengah 45 gading tambaksari 60134,0.038461538,0
54,1354,pizza hut delta plaza,plaza pemuda 33 37 embong kaliasin genteng 60271,1434,pizza hut restoran delta plaza surabaya,plaza pemuda 33 37 embong kaliasin genteng 60271,0.833333333,1
12,1249,kopi kenangan royal plaza surabaya,royal plaza lg ahmad yani 16 18 wonokromo wonokromo 60231,3074,kopi kenangan royal plaza surabaya,royal plaza lg ahmad yani 16 18 wonokromo wonokromo 60231,1.0,1
307,515,daun so,kalimas baru 1 35 a rt 06 rw 1 perak utara pabean cantian,2376,warung pecel dan rawon mbak sun,kali sumo bratang gede kalisumo 65 a ngagelrejo wonokromo 60245,0.023809524,0
44,1359,burger king basuki rahmat surabaya,pert darmo park 1 bl 4 b 3 60256 embong kaliasin genteng 60271,3096,burger king basuki rahmat,pert darmo park 1 bl 4 b 3 60256 embong kaliasin genteng 60271,0.9,1
62,161,aykitchen,wonorejo selatan 4 122 wonorejo rungkut,3210,aykitchen,wonorejo sel 4 122 wonorejo rungkut 60296,0.785714286,1
16,1398,mixue ice cream tea sukolilo,semampir utara 62 rt 001 rw 01 medokan semampir sukolilo 60119,3307,mixue ice cream tea sukolilo,semampir utara 62 rt 001 rw 01 medokan semampir sukolilo 60119,1.0,1
178,292,cemara kitchen,manukan lor 1 c 2 rt rw manukan kulon tandes,2541,warung barokah,dapuan baru 2 krembangan utara pabean cantikan 60163,0.03125,0
105,633,js pizza,genteng sidomulyo 11 rt 3 rw 6 genteng genteng,3199,js pizza,genteng sidomulyo 11 genteng genteng 60275,0.6875,1
33,1421,mixue ice cream tea pakuwon mall,pakuwon trade centre lantai 1 fc 032a mayjend jonosewojo babatan wiyung 60216,3277,mixue ice cream tea pakuwon mall,pakuwon trade centre lantai 1 fc 032a mayjend jonosewojo babatan wiyung 60227 60216,0.961538462,1
246,867,frishhealthy,margorejo tangsi 4 29 margorejo wonocolo,2766,warung merah,siwalankerto timur 1 52 siwalankerto wonocolo 60236,0.05,0
304,910,kayla drinkco,genteng candirejo 21 genteng genteng,1783,catering seduluran,bumi mandiri tower 2 panglima sudirman 66 68 embong kaliasin genteng 60271,0.035714286,0
114,1246,chatime ciputra world,pasar wonokitri lantai lg 45 ciputra world mayjen sungkono gn sari dukuhpakis 60224,3018,chatime,pasar wonokitri lantai lg 45 ciputra world mayjen sungkono gn sari dukuhpakis 60224,0.666666667,1
231,46,pohong keju ndeso,sidosermo puskesmas 45 sidosermo wonocolo 60239,3123,pizza hut delivery phd indonesia,siwalankerto 249 siwalankerto wonocolo 60236,0.0625,0
290,1369,roti o dtc surabaya,darmo trade center jagir wonokromo jagir wonokromo 60244,2854,kuliner,sebtra pkl taman bungkul darmo wonokromo 60241,0.090909091,0
286,625,jerindo,manyar kertoarjo 5 18 20 mojo gubeng 60285,2327,coffee tgc,plaza graha famili loop bukit darmo boulevard 20 pradahkalikendal dukuhpakis 60216,0.027777778,0
48,1345,ayam nelongso siwalankerto,siwalankerto 88 siwalankerto wonocolo 60234,3187,ayam goreng nelongso siwalankerto,siwalankerto 88 siwalankerto wonocolo 60234,0.875,1
150,383,taste and taste catering,pakis argosari f 24 60224,3247,taste taste,pakis argosari 24 dukuh pakis dukuhpakis city 60224,0.416666667,1
219,271,otak otak bandeng soerabaja,kapas baru 3 77 rt 015 rw 007 kapas madya baru tambaksari,3308,mixue ice cream tea tambaksari,pacar keling 7 pacar keling tambaksari 60131,0.035714286,0
204,1280,tradisi ndeso,petemon 1 8 rt rw petemon sawahan,2672,warung nasi jagung mbok ana,kupang gn tim 1 39a rt 006 rw 06 putat jaya sawahan 60255,0.133333333,0
291,1060,rien kitchen,bandarejo gg 2 07 rt rw sememi benowo,2430,warung bu siswo,pucang jajar tengah 65 rt 003 rw 01 kertajaya gubeng 60282,0.058823529,0
263,772,la spezia,gading pantai 5 19 dukuh sutorejo mulyorejo 60113,1668,mamasak surabaya,dukuh kupang xxv 50a dukuh kupang dukuhpakis 60225,0.038461538,0
164,614,qinaa snack,jogoloyo 8 18 c rt rw gunung sari dukuh pakis,1440,fish co tunjungan plaza,tunjungan plaza 5 lantai 5 5 basuki rahmat 8 12 kedungdoro tegalsari 60261,0.025,0
156,542,hamis kitchen,taman menanggal indah 17 dukuh menanggal gayungan 60231,2193,titik kumpul surabaya warkop and cafe,dukuh kupang utara 1 1 putat jaya sawahan 60225,0.035714286,0
183,717,alif,donokerto 8 43 kapasan simokerto,2744,warteg bu erni,arief rahman hakim 8 a keputih sukolilo 60111,0.041666667,0
25,1387,mixue ice cream tea ngagel,ngagel jaya 57 pucang sewu gubeng 60283,3319,mixue ice cream tea ngagel,ngagel jaya 57 pucang sewu gubeng 60283,1.0,1
144,1186,spika spiku dan jl cookies,kapasan 151 kapasan simokerto 60141,3251,spika butter spiku,kapasan simokerto city 60141,0.466666667,1
84,1013,pempek ny kamto,royal plaza ahmad yani 16 18 wonokromo 60231,3249,pempek ny kamto royal plaza,royal plaza ahmad yani 16 18 wonokromo city 60231,0.744444444,1
131,1352,yoshinoya lenmarc mall surabaya,lenmarc mall gf mayjend jonosewojo 9 pradahkalikendal dukuhpakis 60226,1657,yoshinoya,lenmarc mall gf mayjend jonosewojo 9 pradahkalikendal dukuhpakis city 60226,0.575,1
146,773,ladang lima,rungkut industri 3 30 a kutisari tenggilis mejoyo 60291,3230,pt ladang sehat indonesia,rungkut industri 3 30a kutisari tenggilis mejoyo 60291,0.45,1
157,702,sedaap,gedung ekonomi embong malang 61 65 kedungdoro tegalsari 60261,1846,catering mulia,kp malang 41 wonorejo tegalsari 60263,0.076923077,0
244,533,grande food indonesia,demak jaya 2 70 rt rw tembok dukuh bubutan,2983,starbucks gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,0.066666667,0
172,1399,mixue ice cream tea bratang,bratang gede 138 ngagelrejo wonokromo 60245,3224,ngastina,bawean 20 ngagel wonokromo 60246,0.05,0
5,1383,mixue ice cream tea karimun jawa,karimun jawa 5b gubeng gubeng 60281,3323,mixue ice cream tea karimun jawa,karimun jawa 5b gubeng gubeng 60281,1.0,1
293,38,morela,kenikir 17 ketabang genteng,3254,stmj herbal pak tejo,yos sudarso 9 embong kaliasin genteng 60271,0.05,0
77,1297,urban wagyu,opak 50 darmo wonokromo 60241,3261,urban wagyu steakhouse opak,opak 50 darmo wonokromo 60241,0.75,1
179,1180,spaghetti aura,taman mulyosari utara 7 rt rw kalisari mulyorejo,3035,kopi kenangan spbu kenpark kenjeran,pqxr 9hmdukuh sutorejokec mulyorejo city 60134,0.038461538,0
301,655,kauman jaya,tenggilis kauman gg buntu 10 tenggilis mejoyo tenggilis mejoyo 60255,2408,warung barokah jaya madura,banyu urip 44 kupang krajan sawahan 60254,0.1,0
280,1103,mugi berkah,gubeng kertajaya 9 d 54 rt rw airlangga gubeng,1839,mawar catering dekorasi,kapas madhya indah 9 gading tambaksari 60134,0.035714286,0
250,170,bakeon,graha family 1 37 60226,3276,mixue bg junction,lantai ug upper ground c oc1 oc2 bubutan 1 7 bubutan bubutan 60174,0.033333333,0
125,190,barokah puding suroboyoo,pondok maritim indah blk am 04 rt rw balas klumprik wiyung,3208,barokah puding suroboyoo,kr klumprik slt 8 4 balas klumprik wiyung 60222,0.59375,1
249,71,dimsum mbledos,kalijudan mulia 25 rt 005 rw 006 kalijudan mulyorejo 60114,1623,spesial belut surabaya,banyu urip 139 rt 002 rw 09 kupang krajan sawahan 60253,0.055555556,0
4,1187,spikoe resep kuno,rungkut madya 41 rungkut kidul rungkut 60293,3252,spikoe resep kuno,rungkut madya 41 rungkut kidul rungkut 60293,1.0,1
21,398,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,3222,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,1.0,1
170,522,griya calya,lidah kulon gang 2 8 rt 06 rw 01 lidah kulon lakarsantri,2905,a w plaza surabaya,plaza lantai 2 pemuda 33 37 embong kaliasin genteng 60271,0.026315789,0
257,1052,rengganis ayu,siwalankerto utara 1 3b siwalankerto wonocolo,2888,kartika pujasera perak,jakarta 30 a perak utara pabean cantikan 60165,0.041666667,0
78,1372,wendy s grand city,grand city mall walikota mustajab ketabang genteng 60272,2931,wendy s,grand city mall walikota mustajab ketabang genteng 60272,0.75,1
241,1145,rengganis,ngagel dadi 2 5a ngagel rejo wonokromo,2448,warung akor 72 giras,tegalsari wonorejo 2 72 wonorejo pusat 60263,0.045454545,0
129,229,bon bon,penjaringansari ps 1 a 22 penjaringansari rungkut 60297,3207,bon bon,penjaringan asri 14 10 penjaringan sari rungkut 60297,0.583333333,1
19,1403,mixue ice cream tea raya dukuh kupang,raya dukuh kupang 47a putat jaya sawahan 60225,3302,mixue ice cream tea raya dukuh kupang,raya dukuh kupang 47a putat jaya sawahan 60225,1.0,1
169,9,bilgharo kitchen salad,gembili 2 23 jagir wonokromo,2269,okui kopi 3 0,bawean 37 rt 2 rw 04 ngagel wonokromo 60246,0.083333333,0
190,667,kelapa hijau,kedung baruk graha santoso aa2 9 wonorejo rungkut,1662,united steaks,plaza graha family mayjend jonosewojo pradahkalikendal dukuhpakis city 60216,0.03125,0
230,597,oma n dok,candi lontar lor 44 s 47 lontar sambikerep,1612,hongdae korean food restaurant surabaya barat,ruko taman internasional citraland a20 sambikerep city 60217,0.035714286,0
151,724,aw juice,sutorejo 120 dukuh sutorejo mulyorejo dukuh sutorejo mulyorejo,3234,aw juice sosis bakar sosis goreng,raya sutorejo 122 dukuh sutorejo mulyorejo 60119,0.414285714,1
203,422,firstgradego firstgradego manna spyfee qassih,nambangan 09 tanah kali kedinding kenjeran 60129,1923,catering ibu,rungkut harapan blk c 36 kali rungkut rungkut 60293,0.038461538,0
298,628,jny catering,wonosari wetan baru rt rw wonokusumo semampir,1797,ecoh catering,panjang jiwo tenggilis mejoyo panjang jiwo tenggilis mejoyo 60299,0.166666667,0
187,1371,roti o kazacity surabaya,kaza city kapas krampung tambakrejo simokerto 60133,2348,jaen sajan surabaya,pucang rinenggo 8 kertajaya gubeng 60282,0.083333333,0
30,1355,a w plaza surabaya,plaza lantai 2 pemuda 33 37 embong kaliasin genteng 60271,2905,a w plaza surabaya,plaza lantai 2 pemuda 33 37 embong kaliasin genteng 60271,1.0,1
210,935,nena cake,pakis gunung 1c 5a pakis sawahan 60256,2076,kopi ongop,pprg fm2 arjuno sawahan sawahan 60251,0.05,0
74,1381,mixue ice cream tea plaza surabaya,lt 4 plaza pemuda embong kaliasin genteng 60271,3325,mixue plaza surabaya,lt 4 plaza pemuda embong kaliasin genteng 60271,0.75,1
159,199,bandeng presto bu tri,petemon 3 110 b rt rw petemon sawahan,3309,mixue ice cream tea sukomanunggal,sukomanunggal b 254 tanjungsari sukomanunggal 60187,0.045454545,0
35,732,box kopi,ngagel jaya utara 20 pucang sewu gubeng,3232,box kopi,ngagel jaya utara 20 pucang sewu gubeng 60283,0.9375,1
118,66,ayam bakar pak d,kebonsari 25 kebonsari jambangan 60232,3270,ayam bakar pak d jambangan,raya kebonsari 25f kebonsari jambangan 60232,0.65,1
31,1264,teman ngupi store,jemur wonosari gg modin 10d jemur wonosari wonocolo 60237,3258,teman ngupi store,gg modin 10d jemur wonosari wonocolo 60237,1.0,1
181,1125,serba serbi gedhang k5,siwalankerto selatan rusunawa lt 01 03 rt rw siwalankerto wonocolo,1728,wardhani resto,raya jemur sari 144 jemur wonosari wonocolo kendangsari tenggilis mejoyo 60237,0.027777778,0
277,283,zaqira food,randu bara 2 4 rt 005 rw 012 rt rw sidotopo wetan kenjeran,2991,richeese factory,tunjungan plaza lt ug basuki rahmat 2 kedungdoro tegalsari 60261,0.025,0
64,1363,cfc pasar atom,mall ps atum bunguran 45 bongkaran pabean cantikan 60161,3085,cfc atom,mall ps atum bunguran 45 bongkaran pabean cantikan city 60161,0.783333333,1
264,556,ichirank,rungkut asri barat 13 24 rungkut kidul rungkut 60293,2970,starbucks merr,superindo merr dr ir h soekarno kedung baruk rungkut city 60298,0.029411765,0
1,186,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,3222,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,1.0,1
303,536,gula gula,hamzah fansyuri 45 rt rw darmo wonokromo,3290,mixue kranggan,kranggan 27 rt 006 rw 09 sawahan sawahan 60251,0.076923077,0
148,71,dimsum mbledos,kalijudan mulia 25 rt 005 rw 006 kalijudan mulyorejo 60114,3269,dimsum mbledos merr,dr ir h soekarno 53 kalijudan mulyorejo 60114,0.44047619,1
309,716,alghani syirup ghiuh,ploso 4 23b ploso tambaksari,2756,warung berkah,jolotundo 19 pacar keling tambaksari 60131,0.055555556,0
23,1341,ayam nelongso dharmawangsa,dharmawangsa 94 airlangga gubeng 60286,3194,ayam nelongso dharmawangsa,dharmawangsa 94 airlangga gubeng 60286,1.0,1
279,999,mamamia,kalimas baru 2 gg lebar 18 perak utara pabean cantian,2498,depot sari,karet 112 bongkaran pabean cantikan 60161,0.033333333,0
278,354,dapur kesuma,wisma medokan utara 1 b5 medokan ayu rungkut,2429,warung makan,gundih 5 1 gundih bubutan 60172,0.045454545,0
57,148,astin brownies cookies,ngaglik baru 3 23 kapasari genteng,3212,dapur astin brownies cookies,ngaglik baru 3 23 kapasari genteng 60273,0.803571429,1
56,325,aisya catering wedding,kebonsari 3 28 kebonsari jambangan 60233,1856,aisya catering wedding,dan kebonsari 3 28 raya kebonsari 18 kebonsari jambangan 60233,0.8125,1
188,1247,chatime darmo surabaya,darmo 99 darmo wonokromo nbsp darmo wonokromo 60241,2217,verte cafã,jambi 47 darmo wonokromo 60241,0.214285714,0
302,922,koffiku,greenwood perumahan citraland e 9 6 rt 001 rw 007 made sambikerep 60219,1454,steak hut,manyar kertoarjo 80 rt 003 rw 06 manyar sabrangan mulyorejo 60116,0.047619048,0
266,334,dapoer mumtaz,petukangan rt rw ampel semampir,1520,nasi ayam geprek penyetan panggangan sambal cumi,dapuan baru 4 44 rt 005 rw 05 krembangan utara pabean cantikan 60163,0.0625,0
82,629,joana cookie,darmo indah selatan 8 ff 26 rt 004 rw 005 karangpoh tandes 60186,3200,joana cookie,darmo indah selatan 8 ff karangpoh tandes 60188,0.75,1
71,1388,mixue ice cream tea ptc surabaya,puncak indah raya lontar 2 babatan wiyung 60216,3318,mixue ptc surabaya,puncak indah raya lontar 2 babatan wiyung 60216,0.75,1
49,1348,bakmi gm graha family,mayjen yono suwoyo babatan wiyung 60227,3177,bakmi gm graha family,pm3g wgf mayjen yono suwoyo babatan wiyung 60227,0.875,1
200,676,vanila katering,simorejo sari b 7 27a simomulyo baru sukomanunggal 60181,2769,warung bu kris,ruko pengampon square semut baru 1 bongkaran pabean cantikan 60161,0.027777778,0
173,1126,seta budi bakery,keputih tegal 1 35 rt rw keputih sukolilo,2533,warung makan bu mahmuda,layar 04 rt 005 rw 03 krembangan utara pabean cantikan 60163,0.0625,0
215,1030,minuman tradisional bu kenti,dharmawangsa 4 28 rt rw airlangga gubeng,1750,hanamasa,gubeng pojok 31 rt 010 rw 07 ketabang genteng 60272,0.107142857,0
75,1251,starbucks coffee jemursari surabaya,jemursari tim 2 jemur wonosari wonocolo 60237,2972,starbucks jemursari,jemursari tim 2 jemur wonosari wonocolo 60237,0.75,1
53,937,ngastina,bawean 20 ngagel wonokromo 60275,3224,ngastina,bawean 20 ngagel wonokromo 60246,0.833333333,1
